datetime,Energy(Kwh),Speed(m/s),Direction
2019-05-16T07:50:00,"459,41","3,94",266
2019-05-16T08:00:00,"580,34","5,07",263
2019-05-16T08:10:00,"652,32","3,69",273
2019-05-16T08:20:00,"702,03","4,21",275
2019-05-16T08:30:00,"593,99","3,86",273
2019-05-16T08:40:00,"649,94","3,99",272
2019-05-16T08:50:00,"743,50","4,00",273
2019-05-16T09:00:00,"510,43","5,33",280
2019-05-16T09:10:00,"437,55","4,68",262
2019-05-16T09:20:00,"505,10","3,57",273
2019-05-16T09:30:00,"717,75","4,08",267
2019-05-16T09:40:00,"955,46","4,85",275
2019-05-16T09:50:00,"793,61","4,15",271
2019-05-16T10:00:00,"723,19","4,49",272
2019-05-16T10:10:00,"811,12","4,85",274
2019-05-16T10:20:00,"941,55","5,36",276
2019-05-16T10:30:00,"953,63","5,09",275
2019-05-16T10:40:00,"1.142,65","5,54",274
2019-05-16T10:50:00,"1.157,82","7,71",281
2019-05-16T11:00:00,"901,38","6,66",280
2019-05-16T11:10:00,"1.075,26","7,72",282
2019-05-16T11:20:00,"1.022,72","6,68",279
2019-05-16T11:30:00,"1.285,03","7,51",280
2019-05-16T11:40:00,"1.350,28","11,23",293
2019-05-16T11:50:00,"1.109,42","9,70",290
2019-05-16T12:00:00,"851,95","6,61",284
2019-05-16T12:10:00,"1.133,45","7,10",281
2019-05-16T12:20:00,"1.273,87","9,63",287
2019-05-16T12:30:00,"1.229,06","10,05",287
2019-05-16T12:40:00,"1.122,02","8,62",284
2019-05-16T12:50:00,"785,84","6,70",282
2019-05-16T13:00:00,"855,40","8,71",291
2019-05-16T13:10:00,"642,73","8,35",294
2019-05-16T13:20:00,"264,31","6,40",297
2019-05-16T13:30:00,"300,88","7,45",297
2019-05-16T13:40:00,"477,36","8,81",299
2019-05-16T13:50:00,"503,17","7,12",290
2019-05-16T14:00:00,"856,35","6,36",283
2019-05-16T14:10:00,"796,11","9,04",292
2019-05-16T14:20:00,"698,95","9,39",297
2019-05-16T14:30:00,"817,24","6,91",284
2019-05-16T14:40:00,"1.150,56","9,04",288
2019-05-16T14:50:00,"1.104,68","8,75",287
2019-05-16T15:00:00,"1.300,33","11,06",293
2019-05-16T15:10:00,"1.247,01","11,45",297
2019-05-16T15:20:00,"1.208,19","10,79",297
2019-05-16T15:30:00,"1.103,01","10,74",298
2019-05-16T15:40:00,"1.189,12","10,83",294
2019-05-16T15:50:00,"1.324,29","11,96",298
2019-05-16T16:00:00,"1.283,74","10,25",293
2019-05-16T16:10:00,"1.501,03","9,19",294
2019-05-16T16:20:00,"1.586,60","10,62",287
2019-05-16T16:30:00,"1.432,09","10,85",292
2019-05-16T16:40:00,"1.467,90","11,22",290
2019-05-16T16:50:00,"1.628,88","11,85",290
2019-05-16T17:00:00,"1.598,63","11,09",290
2019-05-16T17:10:00,"1.670,89","11,00",288
2019-05-16T17:20:00,"1.816,60","12,23",288
2019-05-16T17:30:00,"1.856,47","10,50",289
2019-05-16T17:40:00,"1.810,72","11,50",288
2019-05-16T17:50:00,"1.654,94","9,91",287
2019-05-16T18:00:00,"1.754,38","12,12",293
2019-05-16T18:10:00,"1.645,80","12,84",298
2019-05-16T18:20:00,"1.770,70","12,05",294
2019-05-16T18:30:00,"1.660,19","11,91",292
2019-05-16T18:40:00,"1.727,37","13,36",292
2019-05-16T18:50:00,"1.791,40","14,78",298
2019-05-16T19:00:00,"1.666,81","13,76",298
2019-05-16T19:10:00,"1.811,22","14,95",296
2019-05-16T19:20:00,"1.972,72","15,45",297
2019-05-16T19:30:00,"2.074,10","16,54",298
2019-05-16T19:40:00,"1.825,68","13,67",296
2019-05-16T19:50:00,"1.894,58","12,32",287
2019-05-16T20:00:00,"2.128,61","15,19",294
2019-05-16T20:10:00,"2.177,24","14,77",297
2019-05-16T20:20:00,"2.098,71","15,72",295
2019-05-16T20:30:00,"1.762,38","13,66",295
2019-05-16T20:40:00,"1.688,68","13,07",291
2019-05-16T20:50:00,"2.006,60","14,70",298
2019-05-16T21:00:00,"2.017,59","13,65",300
2019-05-16T21:10:00,"1.901,44","14,04",302
2019-05-16T21:20:00,"2.340,94","15,58",301
2019-05-16T21:30:00,"2.306,52","17,33",299
2019-05-16T21:40:00,"2.318,92","17,27",297
2019-05-16T21:50:00,"2.068,68","15,49",297
2019-05-16T22:00:00,"2.177,19","15,42",298
2019-05-16T22:10:00,"1.996,40","15,89",299
2019-05-16T22:20:00,"1.778,58","14,35",298
2019-05-16T22:30:00,"2.160,82","15,34",298
2019-05-16T22:40:00,"1.948,16","13,90",301
2019-05-16T22:50:00,"1.835,92","15,29",298
2019-05-16T23:00:00,"1.675,82","14,55",298
2019-05-16T23:10:00,"1.560,53","11,54",316
2019-05-16T23:20:00,"1.360,95","9,15",310
2019-05-16T23:30:00,"1.677,16","11,84",305
2019-05-16T23:40:00,"1.716,36","12,89",302
2019-05-16T23:50:00,"1.801,63","11,45",305
2019-05-17T00:00:00,"1.638,29","11,57",307
2019-05-17T00:10:00,"1.688,64","12,69",309
2019-05-17T00:20:00,"1.445,74","11,63",300
2019-05-17T00:30:00,"1.533,68","11,84",297
2019-05-17T00:40:00,"1.469,32","11,57",302
2019-05-17T00:50:00,"1.559,65","12,42",297
2019-05-17T01:00:00,"1.847,96","13,04",300
2019-05-17T01:10:00,"1.606,04","12,66",298
2019-05-17T01:20:00,"1.828,00","14,44",302
2019-05-17T01:30:00,"1.668,32","11,27",304
2019-05-17T01:40:00,"1.608,01","11,47",313
2019-05-17T01:50:00,"1.544,05","11,01",308
2019-05-17T02:00:00,"1.671,30","11,74",303
2019-05-17T02:10:00,"1.484,90","10,87",307
2019-05-17T02:20:00,"1.513,08","11,61",312
2019-05-17T02:30:00,"1.504,63","11,08",310
2019-05-17T02:40:00,"1.543,34","11,96",316
2019-05-17T02:50:00,"1.529,08","12,51",315
2019-05-17T03:00:00,"1.468,98","11,64",313
2019-05-17T03:10:00,"1.344,44","10,32",310
2019-05-17T03:20:00,"1.050,42","9,42",298
2019-05-17T03:30:00,"1.234,27","10,20",301
2019-05-17T03:40:00,"1.261,63","10,82",302
2019-05-17T03:50:00,"1.067,15","11,20",299
2019-05-17T04:00:00,"1.160,31","8,73",308
2019-05-17T04:10:00,"1.518,03","10,63",311
2019-05-17T04:20:00,"1.481,28","10,98",315
2019-05-17T04:30:00,"1.170,85","11,22",319
2019-05-17T04:40:00,"897,30","9,53",320
2019-05-17T04:50:00,"931,23","10,17",317
2019-05-17T05:00:00,"806,05","9,16",308
2019-05-17T05:10:00,"915,76","9,88",301
2019-05-17T05:20:00,"1.003,26","10,56",312
2019-05-17T05:30:00,"1.439,58","11,10",304
2019-05-17T05:40:00,"1.339,03","11,40",305
2019-05-17T05:50:00,"1.513,15","12,36",301
2019-05-17T06:00:00,"1.744,80","14,45",299
2019-05-17T06:10:00,"1.640,06","12,95",303
2019-05-17T06:20:00,"1.512,53","10,51",302
2019-05-17T06:30:00,"1.502,81","10,44",308
2019-05-17T06:40:00,"1.438,05","10,72",305
2019-05-17T06:50:00,"1.347,96","11,87",300
2019-05-17T07:00:00,"1.219,35","11,42",295
2019-05-17T07:10:00,"1.296,08","10,49",297
2019-05-17T07:20:00,"1.187,78","10,16",296
2019-05-17T07:30:00,"1.032,27","11,57",299
2019-05-17T07:40:00,"1.154,90","12,21",296
2019-05-17T07:50:00,"1.410,48","11,58",310
2019-05-17T08:00:00,"1.046,44","8,65",305
2019-05-17T08:10:00,"1.088,23","9,99",301
2019-05-17T08:20:00,"955,67","10,16",294
2019-05-17T08:30:00,"1.181,08","11,36",299
2019-05-17T08:40:00,"864,02","9,04",301
2019-05-17T08:50:00,"1.157,91","10,29",297
2019-05-17T09:00:00,"1.135,06","11,23",295
2019-05-17T09:10:00,"724,36","8,91",305
2019-05-17T09:20:00,"1.023,99","9,96",307
2019-05-17T09:30:00,"873,58","8,14",301
2019-05-17T09:40:00,"1.012,52","8,58",292
2019-05-17T09:50:00,"1.200,56","10,61",292
2019-05-17T10:00:00,"1.036,44","8,45",286
2019-05-17T10:10:00,"919,24","10,33",299
2019-05-17T10:20:00,"975,92","10,30",298
2019-05-17T10:30:00,"763,25","9,74",298
2019-05-17T10:40:00,"1.027,70","10,41",289
2019-05-17T10:50:00,"1.460,41","10,38",295
2019-05-17T11:00:00,"896,85","9,87",294
2019-05-17T11:10:00,"893,78","10,16",297
2019-05-17T11:20:00,"847,82","9,29",303
2019-05-17T11:30:00,"688,44","8,96",300
2019-05-17T11:40:00,"717,72","8,66",291
2019-05-17T11:50:00,"1.101,15","11,73",307
2019-05-17T12:00:00,"785,95","9,16",305
2019-05-17T12:10:00,"731,82","9,13",302
2019-05-17T12:20:00,"1.428,85","12,87",300
2019-05-17T12:30:00,"1.385,90","10,81",301
2019-05-17T12:40:00,"1.391,38","11,43",302
2019-05-17T12:50:00,"1.075,99","10,25",300
2019-05-17T13:00:00,"1.520,66","12,39",298
2019-05-17T13:10:00,"1.308,72","11,27",310
2019-05-17T13:20:00,"1.010,57","10,15",311
2019-05-17T13:30:00,"663,82","9,04",301
2019-05-17T13:40:00,"1.042,27","9,69",294
2019-05-17T13:50:00,"1.185,06","10,72",298
2019-05-17T14:00:00,"1.158,41","10,87",302
2019-05-17T14:10:00,"1.230,46","10,78",298
2019-05-17T14:20:00,"1.041,82","9,45",298
2019-05-17T14:30:00,"975,12","10,06",298
2019-05-17T14:40:00,"1.077,62","10,14",303
2019-05-17T14:50:00,"1.174,41","12,74",296
2019-05-17T15:00:00,"1.022,25","10,17",292
2019-05-17T15:10:00,"1.294,96","10,06",305
2019-05-17T15:20:00,"1.000,59","9,29",305
2019-05-17T15:30:00,"1.109,45","10,52",299
2019-05-17T15:40:00,"996,88","9,87",293
2019-05-17T15:50:00,"823,47","9,33",291
2019-05-17T16:00:00,"1.379,68","11,33",296
2019-05-17T16:10:00,"1.350,84","10,76",290
2019-05-17T16:20:00,"667,87","5,04",276
2019-05-17T16:30:00,"590,85","5,54",280
2019-05-17T16:40:00,"739,01","5,81",279
2019-05-17T16:50:00,"717,28","8,47",294
2019-05-17T17:00:00,"631,91","8,47",298
2019-05-17T17:10:00,"773,66","8,07",287
2019-05-17T17:20:00,"911,09","9,04",289
2019-05-17T17:30:00,"827,78","6,13",280
2019-05-17T17:40:00,"920,68","6,99",283
2019-05-17T17:50:00,"827,60","8,44",287
2019-05-17T18:00:00,"796,90","8,40",287
2019-05-17T18:10:00,"1.013,75","10,35",293
2019-05-17T18:20:00,"1.032,27","7,32",283
2019-05-17T18:30:00,"1.021,72","7,27",282
2019-05-17T18:40:00,"1.107,14","8,36",285
2019-05-17T18:50:00,"1.077,11","8,92",291
2019-05-17T19:00:00,"1.019,26","11,28",293
2019-05-17T19:10:00,"704,66","8,66",291
2019-05-17T19:20:00,"672,76","8,95",297
2019-05-17T19:30:00,"592,87","8,40",289
2019-05-17T19:40:00,"402,52","6,93",289
2019-05-17T19:50:00,"705,52","8,59",287
2019-05-17T20:00:00,"830,81","8,24",285
2019-05-17T20:10:00,"646,53","6,07",281
2019-05-17T20:20:00,"376,62","3,98",276
2019-05-17T20:30:00,"316,19","4,20",277
2019-05-17T20:40:00,"403,91","4,61",284
2019-05-17T20:50:00,"402,76","4,49",277
2019-05-17T21:00:00,"435,00","5,90",288
2019-05-17T21:10:00,"579,98","7,33",301
2019-05-17T21:20:00,"611,75","8,56",300
2019-05-17T21:30:00,"396,26","8,03",304
2019-05-17T21:40:00,"392,29","7,24",297
2019-05-17T21:50:00,"473,48","7,10",308
2019-05-17T22:00:00,"586,39","7,59",306
2019-05-17T22:10:00,"713,74","9,50",302
2019-05-17T22:20:00,"538,90","9,03",300
2019-05-17T22:30:00,"298,77","7,26",293
2019-05-17T22:40:00,"468,06","7,50",296
2019-05-17T22:50:00,"464,67","6,97",287
2019-05-17T23:00:00,"510,92","6,99",287
2019-05-17T23:10:00,"593,12","7,07",286
2019-05-17T23:20:00,"611,21","7,68",292
2019-05-17T23:30:00,"820,78","8,15",289
2019-05-17T23:40:00,"760,86","9,03",290
2019-05-17T23:50:00,"741,03","8,78",289
2019-05-18T00:00:00,"988,17","8,22",289
2019-05-18T00:10:00,"762,77","8,56",300
2019-05-18T00:20:00,"476,85","6,81",287
2019-05-18T00:30:00,"490,49","6,66",290
2019-05-18T00:40:00,"695,33","8,23",287
2019-05-18T00:50:00,"746,22","8,27",289
2019-05-18T01:00:00,"840,57","9,13",292
2019-05-18T01:10:00,"683,31","9,02",292
2019-05-18T01:20:00,"565,62","7,24",286
2019-05-18T01:30:00,"411,90","7,03",293
2019-05-18T01:40:00,"623,86","7,28",287
2019-05-18T01:50:00,"567,13","5,79",284
2019-05-18T02:00:00,"691,14","8,38",294
2019-05-18T02:10:00,"534,96","6,24",284
2019-05-18T02:20:00,"430,14","3,59",269
2019-05-18T02:30:00,"436,24","4,66",278
2019-05-18T02:40:00,"423,69","3,03",269
2019-05-18T02:50:00,"540,68","4,95",279
2019-05-18T03:00:00,"816,01","7,68",286
2019-05-18T03:10:00,"858,73","10,13",297
2019-05-18T03:20:00,"955,51","8,30",286
2019-05-18T03:30:00,"1.129,44","10,32",296
2019-05-18T03:40:00,"1.064,27","10,25",299
2019-05-18T03:50:00,"992,97","7,91",286
2019-05-18T04:00:00,"959,44","8,85",289
2019-05-18T04:10:00,"807,16","9,77",294
2019-05-18T04:20:00,"787,42","8,97",295
2019-05-18T04:30:00,"785,16","9,37",296
2019-05-18T04:40:00,"828,01","9,43",299
2019-05-18T04:50:00,"737,88","9,29",292
2019-05-18T05:00:00,"948,36","9,89",296
2019-05-18T05:10:00,"727,62","9,64",301
2019-05-18T05:20:00,"329,51","7,10",293
2019-05-18T05:30:00,"278,17","4,32",280
2019-05-18T05:40:00,"739,08","7,95",287
2019-05-18T05:50:00,"919,19","8,09",284
2019-05-18T06:00:00,"945,65","9,25",291
2019-05-18T06:10:00,"843,34","9,59",296
2019-05-18T06:20:00,"849,64","9,78",293
2019-05-18T06:30:00,"856,97","9,95",295
2019-05-18T06:40:00,"815,24","9,53",296
2019-05-18T06:50:00,"875,14","10,06",294
2019-05-18T07:00:00,"834,79","9,77",296
2019-05-18T07:10:00,"794,70","7,81",289
2019-05-18T07:20:00,"775,83","9,55",301
2019-05-18T07:30:00,"691,92","9,29",294
2019-05-18T07:40:00,"838,95","8,97",293
2019-05-18T07:50:00,"859,98","9,54",291
2019-05-18T08:00:00,"930,90","10,48",294
2019-05-18T08:10:00,"997,97","10,32",295
2019-05-18T08:20:00,"900,51","9,64",296
2019-05-18T08:30:00,"906,40","9,13",299
2019-05-18T08:40:00,"832,26","9,64",302
2019-05-18T08:50:00,"830,79","9,63",300
2019-05-18T09:00:00,"745,02","7,91",291
2019-05-18T09:10:00,"767,35","6,50",283
2019-05-18T09:20:00,"648,81","5,46",277
2019-05-18T09:30:00,"908,70","6,51",277
2019-05-18T09:40:00,"1.065,95","7,15",283
2019-05-18T09:50:00,"813,99","7,03",277
2019-05-18T10:00:00,"1.172,05","8,29",284
2019-05-18T10:10:00,"985,48","7,74",286
2019-05-18T10:20:00,"961,79","7,08",283
2019-05-18T10:30:00,"1.036,51","6,14",282
2019-05-18T10:40:00,"1.275,82","10,24",288
2019-05-18T10:50:00,"992,40","10,29",292
2019-05-18T11:00:00,"1.041,92","8,38",289
2019-05-18T11:10:00,"880,26","7,93",291
2019-05-18T11:20:00,"972,07","8,00",288
2019-05-18T11:30:00,"1.138,42","10,13",295
2019-05-18T11:40:00,"748,68","10,06",295
2019-05-18T11:50:00,"744,59","9,75",295
2019-05-18T12:00:00,"817,64","10,42",298
2019-05-18T12:10:00,"1.043,41","10,59",293
2019-05-18T12:20:00,"1.077,71","9,84",292
2019-05-18T12:30:00,"869,84","8,97",293
2019-05-18T12:40:00,"884,89","9,68",292
2019-05-18T12:50:00,"1.082,61","9,93",298
2019-05-18T13:00:00,"992,50","11,08",297
2019-05-18T13:10:00,"971,72","9,50",294
2019-05-18T13:20:00,"1.001,07","7,85",287
2019-05-18T13:30:00,"1.202,61","10,68",295
2019-05-18T13:40:00,"922,83","9,27",291
2019-05-18T13:50:00,"1.184,64","7,89",280
2019-05-18T14:00:00,"977,33","8,85",285
2019-05-18T14:10:00,"934,63","8,86",286
2019-05-18T14:20:00,"1.069,68","9,60",287
2019-05-18T14:30:00,"963,36","8,68",284
2019-05-18T14:40:00,"986,10","8,20",287
2019-05-18T14:50:00,"1.027,90","10,29",296
2019-05-18T15:00:00,"695,52","8,56",294
2019-05-18T15:10:00,"492,97","7,43",298
2019-05-18T15:20:00,"535,15","8,85",298
2019-05-18T15:30:00,"726,36","9,98",295
2019-05-18T15:40:00,"514,74","7,87",292
2019-05-18T15:50:00,"412,11","7,60",294
2019-05-18T16:00:00,"569,63","7,78",292
2019-05-18T16:10:00,"529,28","7,49",292
2019-05-18T16:20:00,"449,56","7,60",293
2019-05-18T16:30:00,"465,80","7,83",295
2019-05-18T16:40:00,"403,60","7,50",301
2019-05-18T16:50:00,"371,11","6,54",303
2019-05-18T17:00:00,"362,85","7,78",299
2019-05-18T17:10:00,"275,36","6,36",290
2019-05-18T17:20:00,"235,41","5,62",287
2019-05-18T17:30:00,"300,02","6,44",293
2019-05-18T17:40:00,"250,63","6,17",293
2019-05-18T17:50:00,"232,34","4,55",286
2019-05-18T18:00:00,"262,58","4,28",280
2019-05-18T18:10:00,"304,02","3,70",275
2019-05-18T18:20:00,"364,56","4,27",277
2019-05-18T18:30:00,"447,92","3,63",273
2019-05-18T18:40:00,"453,55","5,60",281
2019-05-18T18:50:00,"401,90","3,85",275
2019-05-18T19:00:00,"385,66","4,68",279
2019-05-18T19:10:00,"246,40","4,55",279
2019-05-18T19:20:00,"155,65","3,55",279
2019-05-18T19:30:00,"100,95","2,60",278
2019-05-18T19:40:00,"108,79","2,55",276
2019-05-18T19:50:00,"203,32","2,93",275
2019-05-18T20:00:00,"233,82","3,48",276
2019-05-18T20:10:00,"184,85","2,79",274
2019-05-18T20:20:00,"160,44","2,92",276
2019-05-18T20:30:00,"200,58","4,38",281
2019-05-18T20:40:00,"165,23","3,41",279
2019-05-18T20:50:00,"125,77","2,50",277
2019-05-18T21:00:00,"102,36","2,51",276
2019-05-18T21:10:00,"62,06","3,44",281
2019-05-18T21:20:00,"111,96","4,68",285
2019-05-18T21:30:00,"83,11","4,90",289
2019-05-18T21:40:00,"109,69","5,06",291
2019-05-18T21:50:00,"153,24","4,82",284
2019-05-18T22:00:00,"202,22","5,07",285
2019-05-18T22:10:00,"214,65","5,82",287
2019-05-18T22:20:00,"184,37","5,97",292
2019-05-18T22:30:00,"219,46","6,22",295
2019-05-18T22:40:00,"270,15","6,37",289
2019-05-18T22:50:00,"328,69","7,03",290
2019-05-18T23:00:00,"399,57","7,31",293
2019-05-18T23:10:00,"380,97","7,29",294
2019-05-18T23:20:00,"294,96","6,89",292
2019-05-18T23:30:00,"255,46","5,92",287
2019-05-18T23:40:00,"190,57","5,51",287
2019-05-18T23:50:00,"167,64","5,45",289
2019-05-19T00:00:00,"165,50","4,77",282
2019-05-19T00:10:00,"200,71","5,66",291
2019-05-19T00:20:00,"128,05","5,23",286
2019-05-19T00:30:00,"86,19","5,53",289
2019-05-19T00:40:00,"38,46","5,21",290
2019-05-19T00:50:00,"10,28","4,26",287
2019-05-19T01:00:00,"0,00","3,37",283
2019-05-19T01:10:00,"0,37","4,26",292
2019-05-19T01:20:00,"0,00","4,19",294
2019-05-19T01:30:00,"0,00","3,33",295
2019-05-19T01:40:00,"0,00","3,30",304
2019-05-19T01:50:00,"0,00","3,50",292
2019-05-19T02:00:00,"0,00","3,66",306
2019-05-19T02:10:00,"0,02","3,76",300
2019-05-19T02:20:00,"0,00","3,50",294
2019-05-19T02:30:00,"0,00","3,80",290
2019-05-19T02:40:00,"0,07","3,81",290
2019-05-19T02:50:00,"0,00","3,46",292
2019-05-19T03:00:00,"0,10","3,82",292
2019-05-19T03:10:00,"19,94","4,69",293
2019-05-19T03:20:00,"9,88","4,43",292
2019-05-19T03:30:00,"0,00","3,92",293
2019-05-19T03:40:00,"0,00","3,08",292
2019-05-19T03:50:00,"0,00","3,20",293
2019-05-19T04:00:00,"0,00","3,36",299
2019-05-19T04:10:00,"0,00","3,43",296
2019-05-19T04:20:00,"0,00","2,45",283
2019-05-19T04:30:00,"0,00","2,08",295
2019-05-19T04:40:00,"0,00","0,94",283
2019-05-19T04:50:00,"0,00","2,61",283
2019-05-19T05:00:00,"0,00","2,89",288
2019-05-19T05:10:00,"0,00","2,73",291
2019-05-19T05:20:00,"0,00","3,06",294
2019-05-19T05:30:00,"0,00","2,78",309
2019-05-19T05:40:00,"0,00","1,98",309
2019-05-19T05:50:00,"0,00","1,56",309
2019-05-19T06:00:00,"0,00","0,88",309
2019-05-19T06:10:00,"0,00","1,27",309
2019-05-19T06:20:00,"0,00","1,84",309
2019-05-19T06:30:00,"0,00","1,40",309
2019-05-19T06:40:00,"0,00","1,00",309
2019-05-19T06:50:00,"0,00","0,86",309
2019-05-19T07:00:00,"0,00","0,93",309
2019-05-19T07:10:00,"0,00","1,31",305
2019-05-19T07:20:00,"0,00","1,82",297
2019-05-19T07:30:00,"0,00","2,73",308
2019-05-19T07:40:00,"0,00","2,32",302
2019-05-19T07:50:00,"0,00","2,98",308
2019-05-19T08:00:00,"0,02","4,15",301
2019-05-19T08:10:00,"0,00","3,45",298
2019-05-19T08:20:00,"0,00","3,37",306
2019-05-19T08:30:00,"0,00","3,76",303
2019-05-19T08:40:00,"0,00","2,98",311
2019-05-19T08:50:00,"0,00","3,13",314
2019-05-19T09:00:00,"0,30","3,95",314
2019-05-19T09:10:00,"0,00","3,92",315
2019-05-19T09:20:00,"0,00","4,08",344
2019-05-19T09:30:00,"0,03","3,33",339
2019-05-19T09:40:00,"1,08","4,32",340
2019-05-19T09:50:00,"0,77","4,30",346
2019-05-19T10:00:00,"0,00","3,26",329
2019-05-19T10:10:00,"0,00","3,25",320
2019-05-19T10:20:00,"0,00","2,17",313
2019-05-19T10:30:00,"0,07","3,42",347
2019-05-19T10:40:00,"0,07","3,46",329
2019-05-19T10:50:00,"2,79","2,84",289
2019-05-19T11:00:00,"4,49","4,99",312
2019-05-19T11:10:00,"0,14","4,03",326
2019-05-19T11:20:00,"0,00","3,39",334
2019-05-19T11:30:00,"70,15","3,52",321
2019-05-19T11:40:00,"236,07","6,96",316
2019-05-19T11:50:00,"52,46","5,69",304
2019-05-19T12:00:00,"31,30","5,33",307
2019-05-19T12:10:00,"13,60","4,88",307
2019-05-19T12:20:00,"4,81","4,59",304
2019-05-19T12:30:00,"25,93","3,42",294
2019-05-19T12:40:00,"160,35","5,44",318
2019-05-19T12:50:00,"64,71","4,17",301
2019-05-19T13:00:00,"44,00","5,25",328
2019-05-19T13:10:00,"67,90","5,90",346
2019-05-19T13:20:00,"24,29","5,23",327
2019-05-19T13:30:00,"14,61","4,81",341
2019-05-19T13:40:00,"66,00","5,24",334
2019-05-19T13:50:00,"159,30","5,90",328
2019-05-19T14:00:00,"119,14","5,84",335
2019-05-19T14:10:00,"261,17","6,17",320
2019-05-19T14:20:00,"225,44","5,85",326
2019-05-19T14:30:00,"163,13","6,19",335
2019-05-19T14:40:00,"180,13","5,53",323
2019-05-19T14:50:00,"245,92","6,90",333
2019-05-19T15:00:00,"200,65","6,39",339
2019-05-19T15:10:00,"198,71","6,35",329
2019-05-19T15:20:00,"207,33","6,47",342
2019-05-19T15:30:00,"139,08","6,26",311
2019-05-19T15:40:00,"195,78","6,41",319
2019-05-19T15:50:00,"159,21","6,23",341
2019-05-19T16:00:00,"171,95","6,92",328
2019-05-19T16:10:00,"104,31","6,03",345
2019-05-19T16:20:00,"119,38","6,17",340
2019-05-19T16:30:00,"197,61","6,50",330
2019-05-19T16:40:00,"148,02","6,24",336
2019-05-19T16:50:00,"140,58","5,66",349
2019-05-19T17:00:00,"183,36","5,96",351
2019-05-19T17:10:00,"187,79","6,76",346
2019-05-19T17:20:00,"133,12","5,71",349
2019-05-19T17:30:00,"148,36","5,62",352
2019-05-19T17:40:00,"97,54","5,53",354
2019-05-19T17:50:00,"124,14","5,99",1
2019-05-19T18:00:00,"88,98","5,91",351
2019-05-19T18:10:00,"5,02","5,04",357
2019-05-19T18:20:00,"0,05","4,26",5
2019-05-19T18:30:00,"0,07","3,14",19
2019-05-19T18:40:00,"0,06","3,27",21
2019-05-19T18:50:00,"5,33","3,34",39
2019-05-19T19:00:00,"20,13","3,42",30
2019-05-19T19:10:00,"32,09","3,62",20
2019-05-19T19:20:00,"88,87","4,03",21
2019-05-19T19:30:00,"89,22","4,01",16
2019-05-19T19:40:00,"115,65","4,05",19
2019-05-19T19:50:00,"139,22","3,94",13
2019-05-19T20:00:00,"123,33","3,95",15
2019-05-19T20:10:00,"118,17","3,92",20
2019-05-19T20:20:00,"111,67","3,55",27
2019-05-19T20:30:00,"118,88","3,76",27
2019-05-19T20:40:00,"125,02","3,80",26
2019-05-19T20:50:00,"76,08","3,77",29
2019-05-19T21:00:00,"20,02","4,72",34
2019-05-19T21:10:00,"48,82","4,93",40
2019-05-19T21:20:00,"99,11","4,74",35
2019-05-19T21:30:00,"186,74","5,08",36
2019-05-19T21:40:00,"131,52","4,90",44
2019-05-19T21:50:00,"1,10","3,10",57
2019-05-19T22:00:00,"0,00","2,45",59
2019-05-19T22:10:00,"0,00","2,07",60
2019-05-19T22:20:00,"0,00","2,62",66
2019-05-19T22:30:00,"0,00","2,68",69
2019-05-19T22:40:00,"0,03","2,51",55
2019-05-19T22:50:00,"0,06","2,70",69
2019-05-19T23:00:00,"0,00","3,79",82
2019-05-19T23:10:00,"0,00","3,16",97
2019-05-19T23:20:00,"0,00","2,88",94
2019-05-19T23:30:00,"0,00","3,11",93
2019-05-19T23:40:00,"0,00","3,04",88
2019-05-19T23:50:00,"0,00","3,20",82
2019-05-20T00:00:00,"0,00","2,56",71
2019-05-20T00:10:00,"0,00","2,20",67
2019-05-20T00:20:00,"0,00","1,77",68
2019-05-20T00:30:00,"0,00","2,46",60
2019-05-20T00:40:00,"0,00","2,76",74
2019-05-20T00:50:00,"0,00","3,52",84
2019-05-20T01:00:00,"0,01","3,96",92
2019-05-20T01:10:00,"0,10","4,26",90
2019-05-20T01:20:00,"1,93","3,99",90
2019-05-20T01:30:00,"0,00","3,28",91
2019-05-20T01:40:00,"0,00","2,73",94
2019-05-20T01:50:00,"0,00","2,75",96
2019-05-20T02:00:00,"0,00","2,44",93
2019-05-20T02:10:00,"0,00","2,57",93
2019-05-20T02:20:00,"0,00","2,46",95
2019-05-20T02:30:00,"0,00","2,50",114
2019-05-20T02:40:00,"0,48","2,87",121
2019-05-20T02:50:00,"14,87","3,58",115
2019-05-20T03:00:00,"90,73","4,24",112
2019-05-20T03:10:00,"127,37","4,46",108
2019-05-20T03:20:00,"147,97","4,34",95
2019-05-20T03:30:00,"148,54","4,31",96
2019-05-20T03:40:00,"112,07","4,09",94
2019-05-20T03:50:00,"29,42","3,71",96
2019-05-20T04:00:00,"0,00","3,33",97
2019-05-20T04:10:00,"0,04","3,90",111
2019-05-20T04:20:00,"0,00","3,97",109
2019-05-20T04:30:00,"0,00","3,96",107
2019-05-20T04:40:00,"0,00","3,82",106
2019-05-20T04:50:00,"0,00","3,79",96
2019-05-20T05:00:00,"0,00","3,67",97
2019-05-20T05:10:00,"0,00","3,56",94
2019-05-20T05:20:00,"0,00","3,59",93
2019-05-20T05:30:00,"0,00","3,43",97
2019-05-20T05:40:00,"0,00","3,19",100
2019-05-20T05:50:00,"0,00","3,11",101
2019-05-20T06:00:00,"0,00","3,35",105
2019-05-20T06:10:00,"0,00","3,53",107
2019-05-20T06:20:00,"0,00","3,34",102
